125 0.000000
250 0.000000
375 0.000000
500 0.000000
625 0.000000
750 0.000000
875 0.000000
1000 0.000000
1125 0.000000
1250 0.000000
1375 0.000000
1500 0.000000
1625 0.000000
1750 0.000000
1875 0.000000
2000 0.000000
2125 0.000000
2250 0.000000
2375 0.000000
2500 0.000000
2625 0.000000
2750 0.000000
2875 0.000000
3000 0.000000
3025 0.000000
3050 0.000000
3075 0.000000
3100 0.000000
3125 0.000000
3150 0.000000
3175 0.000000
3200 0.000000
3225 0.000000
3250 0.000000
3275 0.000000
3300 0.000000
3325 0.000000
